ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,Job Level,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1210,60,No,Travel_Rarely,370,Research & Development,1,Master,Medical,High,Male,92,Low,High,Healthcare Representative,Very High,Divorced,10883,3,Y,No,20,Outstanding,High,Low,19,2,Best,1,0,0,0
1211,33,No,Travel_Rarely,267,Research & Development,21,Bachelor,Medical,Medium,Male,79,Very High,Low,Laboratory Technician,Medium,Married,2028,1,Y,No,18,Excellent,Very High,High,14,6,Better,14,11,2,13
1212,37,No,Travel_Frequently,1278,Sales,1,Master,Medical,High,Male,31,Low,Medium,Sales Executive,Very High,Divorced,9525,1,Y,No,14,Excellent,High,Medium,6,2,Good,6,3,1,3
1213,34,No,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,Medium,Female,35,Medium,Low,Research Scientist,Very High,Married,2929,1,Y,No,12,Excellent,Medium,None,10,3,Better,10,9,8,7
1214,23,Yes,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,High,Male,99,High,Low,Sales Representative,Very High,Divorced,2275,1,Y,Yes,21,Outstanding,Medium,Low,3,2,Better,3,2,0,2
1215,44,No,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,High,Female,96,Very High,High,Healthcare Representative,Very High,Married,7879,1,Y,Yes,19,Excellent,Medium,Low,9,2,Better,8,7,6,7
1216,35,No,Travel_Frequently,146,Research & Development,2,Master,Medical,Low,Male,79,Medium,Low,Research Scientist,Very High,Single,4930,0,Y,Yes,14,Excellent,High,None,6,2,Best,5,4,1,4
1217,43,No,Travel_Rarely,1179,Sales,2,Bachelor,Medical,Very High,Male,73,High,Medium,Sales Executive,Very High,Married,7847,1,Y,Yes,17,Excellent,Low,Low,10,3,Better,10,9,8,8
1218,24,No,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,High,Male,62,Very High,Low,Research Scientist,High,Married,4401,1,Y,No,16,Excellent,Very High,Low,5,1,Better,5,3,0,4
1219,41,No,Travel_Rarely,918,Sales,6,Bachelor,Marketing,Very High,Male,35,High,High,Sales Executive,High,Single,9241,1,Y,No,12,Excellent,Medium,None,10,3,Better,10,8,8,7
1220,29,No,Travel_Rarely,1082,Research & Development,9,Master,Medical,Very High,Female,43,High,Low,Laboratory Technician,High,Married,2974,9,Y,No,17,Excellent,High,Low,9,2,Better,5,3,1,2
1221,36,No,Travel_Rarely,530,Sales,2,Master,Life Sciences,High,Female,51,High,Medium,Sales Representative,Very High,Single,4502,3,Y,No,15,Excellent,High,None,17,2,Good,13,7,6,7
1222,45,No,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,High,Male,74,Medium,High,Healthcare Representative,High,Married,10748,3,Y,No,23,Outstanding,Very High,Low,25,3,Good,23,15,14,4
1223,24,Yes,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,Very High,Male,58,Low,Low,Human Resources,High,Married,1555,1,Y,No,11,Excellent,High,Low,1,2,Better,1,0,0,0
1224,47,Yes,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,High,Male,82,Low,Very High,Sales Executive,High,Married,12936,7,Y,No,11,Excellent,High,None,25,3,Bad,23,5,14,10
1225,26,No,Travel_Rarely,390,Research & Development,17,Master,Medical,Very High,Male,62,Low,Low,Laboratory Technician,High,Married,2305,1,Y,No,15,Excellent,High,High,3,3,Best,3,2,0,2
1226,45,No,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,Very High,Female,48,Medium,Very High,Research Director,Medium,Single,16704,1,Y,No,11,Excellent,High,None,21,2,Better,21,6,8,6
1227,32,No,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,Low,Male,56,High,Low,Research Scientist,High,Married,3433,6,Y,No,13,Excellent,Low,Low,10,3,Good,5,2,1,3
1228,31,No,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,Medium,Male,69,High,Low,Laboratory Technician,High,Married,3477,1,Y,No,14,Excellent,Very High,Low,6,2,Best,5,2,0,3
1229,41,No,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,High,Male,60,Low,Medium,Human Resources,Medium,Married,6430,6,Y,No,19,Excellent,Medium,Low,10,4,Better,3,2,1,2
1230,40,No,Travel_Rarely,369,Research & Development,8,College,Life Sciences,Medium,Female,92,High,Medium,Manufacturing Director,Low,Married,6516,2,Y,Yes,16,Excellent,Medium,Low,18,3,Better,1,0,0,0
1231,24,No,Travel_Rarely,506,Research & Development,29,Below College,Medical,Medium,Male,91,High,Low,Laboratory Technician,Low,Divorced,3907,1,Y,No,13,Excellent,Medium,High,6,2,Best,6,2,1,2
1232,46,No,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,High,Male,34,High,Medium,Healthcare Representative,Medium,Single,5562,6,Y,No,14,Excellent,Very High,None,19,3,Better,10,7,0,9
1233,35,No,Travel_Rarely,1370,Research & Development,27,Master,Life Sciences,Very High,Male,49,High,Medium,Manufacturing Director,High,Married,6883,2,Y,No,16,Excellent,Medium,Low,17,3,Better,7,7,0,7
1234,30,No,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,Medium,Male,33,High,Low,Research Scientist,Very High,Married,2862,1,Y,No,12,Excellent,Medium,Low,10,2,Good,10,0,0,8
1235,47,No,Non-Travel,543,Sales,2,Master,Marketing,High,Male,87,High,Medium,Sales Executive,Medium,Married,4978,7,Y,No,11,Excellent,Very High,Low,4,3,Bad,1,0,0,0
1236,46,No,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,High,Male,74,High,High,Sales Executive,Very High,Divorced,10368,4,Y,Yes,12,Excellent,Medium,Low,13,5,Good,10,6,0,3
1237,36,Yes,Travel_Rarely,1456,Sales,13,Doctor,Marketing,Medium,Male,96,Medium,Medium,Sales Executive,Low,Divorced,6134,5,Y,Yes,13,Excellent,Medium,High,16,3,Better,2,2,2,2
1238,32,Yes,Travel_Rarely,964,Sales,1,College,Life Sciences,Low,Male,34,Low,Medium,Sales Executive,Medium,Single,6735,6,Y,No,15,Excellent,Medium,None,10,2,Better,0,0,0,0
1239,23,No,Travel_Rarely,160,Research & Development,4,Below College,Medical,High,Female,51,High,Low,Laboratory Technician,Medium,Single,3295,1,Y,No,13,Excellent,High,None,3,3,Bad,3,2,1,2
1240,31,No,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,Very High,Female,30,High,Medium,Manufacturing Director,Very High,Single,5238,2,Y,No,20,Outstanding,Very High,None,9,3,Good,5,4,1,4
1241,39,No,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,Very High,Male,77,High,Medium,Laboratory Technician,Very High,Married,6472,1,Y,Yes,15,Excellent,Very High,Low,9,2,Better,9,8,5,8
1242,32,No,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,Very High,Male,80,Low,High,Sales Executive,High,Married,9610,3,Y,No,13,Excellent,High,Low,10,2,Bad,4,3,0,2
1243,40,No,Travel_Rarely,611,Sales,7,Master,Medical,Medium,Male,88,High,Very High,Manager,Medium,Single,19833,1,Y,No,14,Excellent,Medium,None,21,3,Good,21,8,12,8
1244,45,No,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,High,Female,56,Low,High,Human Resources,High,Married,9756,4,Y,No,21,Outstanding,High,Medium,9,2,Best,5,0,0,3
1245,30,No,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,Very High,Female,78,Medium,Low,Research Scientist,Low,Single,4968,0,Y,No,16,Excellent,Very High,None,10,2,Better,9,7,0,7
1246,24,No,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,Low,Male,59,High,Low,Human Resources,Very High,Married,2145,0,Y,No,14,Excellent,Very High,Low,3,2,Better,2,2,2,1
1247,30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor,Human Resources,High,Female,66,Medium,Low,Human Resources,Very High,Divorced,2180,6,Y,No,11,Excellent,High,Low,6,0,Good,4,2,1,2
1248,31,No,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,Low,Male,51,High,Medium,Sales Executive,High,Married,8346,1,Y,No,19,Excellent,High,Low,6,3,Better,5,2,0,2
1249,27,No,Travel_Rarely,1054,Research & Development,8,Bachelor,Medical,High,Female,67,High,Low,Research Scientist,Very High,Single,3445,1,Y,No,11,Excellent,High,None,6,5,Good,6,2,1,4
1250,29,Yes,Travel_Rarely,428,Sales,9,Bachelor,Marketing,Medium,Female,52,Low,Low,Sales Representative,Medium,Single,2760,1,Y,No,13,Excellent,High,None,2,3,Better,2,2,2,2
1251,29,No,Travel_Frequently,461,Research & Development,1,Bachelor,Life Sciences,Very High,Male,70,Very High,Medium,Healthcare Representative,High,Single,6294,8,Y,Yes,12,Excellent,Very High,None,10,5,Best,3,2,0,2
1252,30,No,Travel_Rarely,979,Sales,15,College,Marketing,High,Male,94,Medium,High,Sales Executive,Low,Divorced,7140,2,Y,No,11,Excellent,Low,Low,12,2,Better,7,7,1,7
1253,34,No,Travel_Rarely,181,Research & Development,2,Master,Medical,Very High,Male,97,Very High,Low,Research Scientist,Very High,Married,2932,0,Y,Yes,14,Excellent,Low,High,6,3,Better,5,0,1,2
1254,33,No,Non-Travel,1283,Sales,2,Bachelor,Marketing,Very High,Female,62,High,Medium,Sales Executive,Medium,Single,5147,8,Y,No,15,Excellent,Very High,None,13,2,Good,11,7,1,7
1255,49,No,Travel_Rarely,1313,Sales,11,Master,Marketing,Very High,Female,80,High,Medium,Sales Executive,Very High,Single,4507,3,Y,No,12,Excellent,High,None,8,1,Best,5,1,0,4
1256,33,Yes,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,Low,Female,74,High,High,Sales Executive,Low,Single,8564,2,Y,Yes,20,Outstanding,High,None,11,2,Good,0,0,0,0
1257,38,No,Travel_Frequently,594,Research & Development,2,College,Medical,High,Female,75,Medium,Low,Laboratory Technician,Medium,Married,2468,4,Y,No,14,Excellent,Medium,Low,9,4,Good,6,1,0,5
1258,31,Yes,Travel_Rarely,1079,Sales,16,Master,Marketing,Low,Male,70,High,High,Sales Executive,High,Married,8161,2,Y,No,13,Excellent,Low,High,10,2,Better,1,0,0,0
1259,29,No,Travel_Rarely,590,Research & Development,4,Bachelor,Technical Degree,Very High,Female,91,Medium,Low,Research Scientist,Low,Divorced,2109,1,Y,No,13,Excellent,High,Low,1,2,Better,1,0,0,0
1260,30,No,Travel_Rarely,305,Research & Development,16,Bachelor,Life Sciences,High,Male,58,Very High,Medium,Healthcare Representative,High,Married,5294,3,Y,No,16,Excellent,High,Low,10,3,Better,7,0,1,7
1261,32,No,Non-Travel,953,Research & Development,5,Master,Technical Degree,Medium,Male,65,High,Low,Research Scientist,Medium,Single,2718,2,Y,No,14,Excellent,Medium,None,12,3,Better,7,7,0,7
1262,38,No,Travel_Rarely,833,Research & Development,18,Bachelor,Medical,Medium,Male,60,Low,Medium,Healthcare Representative,Very High,Married,5811,3,Y,Yes,16,Excellent,High,Low,15,2,Better,1,0,1,0
1263,43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,Technical Degree,High,Male,38,Medium,Low,Research Scientist,High,Married,2437,9,Y,Yes,16,Excellent,Very High,Low,6,4,Better,1,0,0,0
1264,42,No,Travel_Rarely,855,Research & Development,12,Bachelor,Medical,Medium,Male,57,High,Low,Laboratory Technician,Medium,Divorced,2766,8,Y,No,22,Outstanding,Medium,High,7,6,Good,5,3,0,4
1265,55,No,Travel_Rarely,478,Research & Development,2,Bachelor,Medical,High,Male,60,Medium,Very High,Research Director,Low,Married,19038,8,Y,No,12,Excellent,Medium,High,34,2,Better,1,0,0,0
1266,33,No,Non-Travel,775,Research & Development,4,Bachelor,Technical Degree,Very High,Male,90,High,Medium,Research Scientist,Medium,Divorced,3055,5,Y,No,15,Excellent,Very High,Medium,11,2,Good,9,8,1,7
1267,41,No,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,High,Male,94,High,Low,Laboratory Technician,Low,Divorced,2289,1,Y,No,20,Outstanding,Medium,Medium,5,2,Better,5,3,0,4
1268,34,No,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,Very High,Male,87,High,Medium,Sales Executive,High,Divorced,4001,1,Y,Yes,14,Excellent,High,Low,15,3,Better,15,14,0,7
1269,53,No,Non-Travel,661,Research & Development,1,Master,Medical,Low,Female,60,Medium,Very High,Manufacturing Director,High,Married,12965,4,Y,Yes,20,Outstanding,Very High,High,27,2,Good,3,2,0,2
1270,43,No,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,Medium,Male,97,High,Low,Human Resources,Very High,Single,3539,0,Y,No,13,Excellent,Medium,None,10,5,Better,9,7,1,8
1271,34,No,Travel_Rarely,511,Sales,3,College,Life Sciences,Very High,Female,32,Low,Medium,Sales Executive,Very High,Single,6029,5,Y,No,12,Excellent,Low,None,6,3,Better,2,2,2,2
1272,21,Yes,Travel_Rarely,337,Sales,7,Below College,Marketing,Medium,Male,31,High,Low,Sales Representative,Medium,Single,2679,1,Y,No,13,Excellent,Medium,None,1,3,Better,1,0,1,0
1273,38,No,Travel_Rarely,1153,Research & Development,6,College,Other,Very High,Female,40,Medium,Low,Laboratory Technician,High,Married,3702,1,Y,No,11,Excellent,Medium,Low,5,3,Better,5,4,0,4
1274,22,Yes,Travel_Rarely,1294,Research & Development,8,Below College,Medical,High,Female,79,High,Low,Laboratory Technician,Low,Married,2398,1,Y,Yes,17,Excellent,High,None,1,6,Better,1,0,0,0
1275,31,No,Travel_Rarely,196,Sales,29,Master,Marketing,Low,Female,91,Medium,Medium,Sales Executive,Very High,Married,5468,1,Y,No,14,Excellent,Low,Medium,13,3,Better,12,7,5,7
1276,51,No,Travel_Rarely,942,Research & Development,3,Bachelor,Technical Degree,Low,Female,53,High,High,Manager,High,Married,13116,2,Y,No,11,Excellent,Very High,None,15,2,Better,2,2,2,2
1277,37,No,Travel_Rarely,589,Sales,9,College,Marketing,Medium,Male,46,Medium,Medium,Sales Executive,Medium,Married,4189,1,Y,No,14,Excellent,Low,Medium,5,2,Better,5,2,0,3
1278,46,No,Travel_Rarely,734,Research & Development,2,Master,Medical,High,Male,46,High,Very High,Research Director,Very High,Divorced,19328,7,Y,Yes,17,Excellent,High,Low,24,3,Better,2,1,2,2
1279,36,No,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,Very High,Male,90,High,High,Healthcare Representative,Low,Married,8321,7,Y,Yes,13,Excellent,Very High,Low,15,1,Better,12,8,5,7
1280,44,Yes,Travel_Frequently,429,Research & Development,1,College,Medical,High,Male,99,High,Low,Research Scientist,Medium,Divorced,2342,1,Y,Yes,12,Excellent,High,High,6,2,Good,5,3,2,3
1281,37,No,Travel_Rarely,1239,Human Resources,8,College,Other,High,Male,89,High,Medium,Human Resources,Medium,Divorced,4071,2,Y,No,13,Excellent,High,None,19,4,Good,10,0,4,7
1282,35,Yes,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,High,Male,84,High,Medium,Sales Executive,Very High,Single,5813,1,Y,Yes,18,Excellent,Very High,None,10,2,Better,10,7,7,7
1283,33,No,Travel_Rarely,867,Research & Development,8,Master,Life Sciences,Very High,Male,90,Very High,Low,Research Scientist,Low,Married,3143,6,Y,No,19,Excellent,Medium,Low,14,1,Better,10,8,7,6
1284,28,No,Travel_Rarely,1181,Research & Development,1,Bachelor,Life Sciences,High,Male,82,High,Low,Research Scientist,Very High,Married,2044,1,Y,No,11,Excellent,High,Low,5,6,Best,5,3,0,3
1285,39,No,Travel_Rarely,1253,Research & Development,10,Below College,Medical,High,Male,65,High,High,Research Director,High,Single,13464,7,Y,No,21,Outstanding,High,None,9,3,Better,4,3,2,2
1286,46,No,Non-Travel,849,Sales,26,College,Life Sciences,Medium,Male,98,Medium,Medium,Sales Executive,Medium,Single,7991,8,Y,No,15,Excellent,High,None,6,3,Better,2,2,2,2
1287,40,No,Travel_Rarely,616,Research & Development,2,College,Life Sciences,High,Female,99,High,Low,Laboratory Technician,Low,Married,3377,4,Y,No,17,Excellent,Very High,Low,7,5,Good,4,3,0,2
1288,42,No,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,Medium,Male,95,Very High,Medium,Healthcare Representative,Low,Married,5538,5,Y,No,18,Excellent,High,Medium,10,2,Good,0,0,0,0
1289,35,No,Non-Travel,1180,Research & Development,2,College,Medical,Medium,Male,90,High,Medium,Manufacturing Director,Very High,Divorced,5762,2,Y,No,14,Excellent,High,Low,15,6,Better,7,7,1,7
1290,38,No,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,Low,Male,100,High,Low,Human Resources,Medium,Divorced,2592,5,Y,No,13,Excellent,Very High,High,13,3,Better,11,10,3,8
1291,34,Yes,Travel_Frequently,234,Research & Development,9,Master,Life Sciences,Very High,Male,93,High,Medium,Laboratory Technician,Low,Married,5346,4,Y,No,17,Excellent,High,Low,11,3,Good,7,1,0,7
1292,37,Yes,Travel_Rarely,370,Research & Development,10,Master,Medical,Very High,Male,58,High,Medium,Manufacturing Director,Low,Single,4213,1,Y,No,15,Excellent,Medium,None,10,4,Bad,10,3,0,8
1293,39,No,Travel_Frequently,766,Sales,20,Bachelor,Life Sciences,High,Male,83,High,Medium,Sales Executive,Very High,Divorced,4127,2,Y,No,18,Excellent,Very High,Low,7,6,Better,2,1,2,2
1294,43,No,Non-Travel,343,Research & Development,9,Bachelor,Life Sciences,Low,Male,52,High,Low,Research Scientist,High,Single,2438,4,Y,No,13,Excellent,High,None,7,2,Good,3,2,1,2
1295,41,No,Travel_Rarely,447,Research & Development,5,Bachelor,Life Sciences,Medium,Male,85,Very High,Medium,Healthcare Representative,Medium,Single,6870,3,Y,No,12,Excellent,Low,None,11,3,Bad,3,2,1,2
1296,41,No,Travel_Rarely,796,Sales,4,Below College,Marketing,High,Female,81,High,High,Sales Executive,High,Divorced,10447,0,Y,Yes,13,Excellent,Very High,Low,23,3,Best,22,14,13,5
1297,30,No,Travel_Rarely,1092,Research & Development,10,Bachelor,Medical,Low,Female,64,High,High,Manufacturing Director,High,Single,9667,9,Y,No,14,Excellent,Medium,None,9,3,Better,7,7,0,2
1298,26,Yes,Travel_Rarely,920,Human Resources,20,College,Medical,Very High,Female,69,High,Low,Human Resources,Medium,Married,2148,0,Y,Yes,11,Excellent,High,None,6,3,Better,5,1,1,4
1299,46,Yes,Travel_Rarely,261,Research & Development,21,College,Medical,Very High,Female,66,High,Medium,Healthcare Representative,Medium,Married,8926,4,Y,No,22,Outstanding,Very High,Low,13,2,Best,9,7,3,7
1300,40,No,Travel_Rarely,1194,Research & Development,1,Bachelor,Life Sciences,High,Female,52,High,Medium,Healthcare Representative,Very High,Divorced,6513,4,Y,No,17,Excellent,Very High,Low,12,3,Better,5,3,0,3
1301,34,No,Travel_Rarely,810,Sales,8,College,Technical Degree,Medium,Male,92,Very High,Medium,Sales Executive,High,Married,6799,1,Y,No,21,Outstanding,High,Medium,10,5,Better,10,8,4,8
1302,58,No,Non-Travel,350,Sales,2,Bachelor,Medical,Medium,Male,52,High,Very High,Manager,Medium,Divorced,16291,4,Y,No,22,Outstanding,Very High,Low,37,0,Good,16,9,14,14
1303,35,No,Travel_Rarely,185,Research & Development,23,Master,Medical,Medium,Male,91,Low,Low,Laboratory Technician,High,Married,2705,0,Y,No,16,Excellent,Medium,Low,6,2,Best,5,4,0,3
1304,47,No,Travel_Rarely,1001,Research & Development,4,Bachelor,Life Sciences,High,Female,92,Medium,High,Manufacturing Director,Medium,Divorced,10333,8,Y,Yes,12,Excellent,High,Low,28,4,Better,22,11,14,10
1305,40,No,Travel_Rarely,750,Research & Development,12,Bachelor,Life Sciences,Medium,Female,47,High,Medium,Healthcare Representative,Low,Divorced,4448,2,Y,No,12,Excellent,Medium,Low,15,3,Better,7,4,7,7
1306,54,No,Travel_Rarely,431,Research & Development,7,Master,Medical,Very High,Female,68,High,Medium,Research Scientist,Very High,Married,6854,4,Y,No,15,Excellent,Medium,Low,14,2,Good,7,1,1,7
1307,31,No,Travel_Frequently,1125,Sales,7,Master,Marketing,Low,Female,68,High,High,Sales Executive,Low,Married,9637,2,Y,No,14,Excellent,Very High,Medium,9,3,Better,3,2,2,2
1308,28,No,Travel_Rarely,1217,Research & Development,1,Bachelor,Medical,High,Female,67,High,Low,Research Scientist,Low,Married,3591,1,Y,No,25,Outstanding,High,Low,3,3,Better,3,2,1,2
1309,38,No,Travel_Rarely,723,Sales,2,Master,Marketing,Medium,Female,77,Low,Medium,Sales Representative,Very High,Married,5405,2,Y,Yes,20,Outstanding,Low,Medium,20,4,Good,4,2,0,3
1310,26,No,Travel_Rarely,572,Sales,10,Bachelor,Medical,High,Male,46,High,Medium,Sales Executive,Very High,Single,4684,1,Y,No,13,Excellent,Low,None,5,4,Better,5,3,1,2
1311,58,No,Travel_Frequently,1216,Research & Development,15,Master,Life Sciences,Low,Male,87,High,Very High,Research Director,High,Married,15787,2,Y,Yes,14,Excellent,Medium,None,23,3,Better,2,2,2,2
1312,18,No,Non-Travel,1431,Research & Development,14,Bachelor,Medical,Medium,Female,33,High,Low,Research Scientist,High,Single,1514,1,Y,No,16,Excellent,High,None,0,4,Bad,0,0,0,0
1313,31,Yes,Travel_Rarely,359,Human Resources,18,Doctor,Human Resources,Very High,Male,89,Very High,Low,Human Resources,Low,Married,2956,0,Y,No,17,Excellent,High,None,2,4,Better,1,0,0,0
1314,29,Yes,Travel_Rarely,350,Human Resources,13,Bachelor,Human Resources,Low,Male,56,Medium,Low,Human Resources,Low,Divorced,2335,4,Y,Yes,15,Excellent,Very High,High,4,3,Better,2,2,2,0
1315,45,No,Non-Travel,589,Sales,2,Master,Life Sciences,High,Female,67,High,Medium,Sales Executive,High,Married,5154,4,Y,No,22,Outstanding,Medium,Medium,10,3,Best,8,7,5,7
